COUNTRY,LOWER_OR_SINGLE_HOUSE_ELECTIONS,LOWER_OR_SINGLE_HOUSE_SEATS,LOWER_OR_SINGLE_HOUSE_WOMEN,LOWER_OR_SINGLE_HOUSE_PERCENT_W,UPPER_HOUSE_OR_SENATE_ELECTIONS,UPPER_HOUSE_OR_SENATE_SEATS,UPPER_HOUSE_OR_SENATE_WOMEN,UPPER_HOUSE_OR_SENATE_PERCENT_W
Montenegro,2016-10-16,81.0,19.0,235.0,1970-01-01,0.0,0.0,0.0
United States of America ,2018-06-11,434.0,102.0,235.0,2018-06-11,100.0,25.0,250.0
Lesotho,2017-03-06,120.0,28.0,233.0,2017-11-07,32.0,7.0,219.0
Singapore,2015-11-09,100.0,23.0,230.0,1970-01-01,0.0,0.0,0.0
Guinea,2013-09-28,114.0,26.0,228.0,1970-01-01,0.0,0.0,0.0
Republic of Moldova,2014-11-30,101.0,23.0,228.0,1970-01-01,0.0,0.0,0.0
Chile,2017-11-19,155.0,35.0,226.0,2017-11-19,43.0,10.0,233.0
Czech Republic,2017-10-20,200.0,45.0,225.0,2018-05-10,81.0,13.0,160.0
United Arab Emirates,2015-03-10,40.0,9.0,225.0,1970-01-01,0.0,0.0,0.0
Ireland,2016-02-26,158.0,35.0,222.0,2016-04-25,60.0,18.0,300.0
Uruguay,2014-10-26,99.0,22.0,222.0,2014-10-26,31.0,8.0,258.0
Venezuela Bolivarian Republic of,2015-06-12,167.0,37.0,222.0,1970-01-01,0.0,0.0,0.0
Eritrea,1994-01-02,150.0,33.0,220.0,1970-01-01,0.0,0.0,0.0
Kenya,2017-08-07,349.0,76.0,218.0,2017-08-07,68.0,21.0,309.0
Bosnia and Herzegovina,2018-07-10,42.0,9.0,214.0,2015-01-29,15.0,2.0,133.0
Lithuania,2016-09-10,141.0,30.0,213.0,1970-01-01,0.0,0.0,0.0
Seychelles,2016-08-09,33.0,7.0,212.0,1970-01-01,0.0,0.0,0.0
Honduras,2017-11-26,128.0,27.0,211.0,1970-01-01,0.0,0.0,0.0
Romania,2016-11-12,329.0,68.0,207.0,2016-11-12,136.0,19.0,140.0
Bangladesh ,2018-12-30,350.0,72.0,206.0,1970-01-01,0.0,0.0,0.0
Croatia,2016-11-09,151.0,31.0,205.0,1970-01-01,0.0,0.0,0.0
Morocco,2016-07-10,395.0,81.0,205.0,2015-02-10,120.0,14.0,117.0
Mauritania,2018-01-09,153.0,31.0,203.0,1970-01-01,0.0,0.0,0.0
Pakistan,2018-07-25,341.0,69.0,202.0,2018-03-03,104.0,20.0,192.0
Barbados,2018-05-24,30.0,6.0,200.0,2018-05-06,21.0,8.0,238.0
Cambodia,2018-07-29,125.0,25.0,200.0,2018-02-25,62.0,11.0,177.0
Equatorial Guinea,2017-12-11,100.0,20.0,200.0,2017-12-11,72.0,11.0,153.0
Slovakia,2016-05-03,150.0,30.0,200.0,1970-01-01,0.0,0.0,0.0
Saudi Arabia,2016-02-12,151.0,30.0,199.0,1970-01-01,0.0,0.0,0.0
Fiji,2018-11-14,51.0,10.0,196.0,1970-01-01,0.0,0.0,0.0
Kyrgyzstan,2015-04-10,120.0,23.0,192.0,1970-01-01,0.0,0.0,0.0
Madagascar,2013-12-20,151.0,29.0,192.0,2015-12-29,63.0,13.0,206.0
Guatemala,2015-06-09,158.0,30.0,190.0,1970-01-01,0.0,0.0,0.0
Tajikistan,2015-01-03,63.0,12.0,190.0,2015-03-27,32.0,7.0,219.0
Greece,2015-09-20,300.0,56.0,187.0,1970-01-01,0.0,0.0,0.0
Panama,2014-04-05,71.0,13.0,183.0,1970-01-01,0.0,0.0,0.0
Indonesia,2014-09-04,560.0,102.0,182.0,1970-01-01,0.0,0.0,0.0
Colombia,2018-11-03,171.0,31.0,181.0,2018-11-03,108.0,22.0,204.0
Zambia,2016-11-08,167.0,30.0,180.0,1970-01-01,0.0,0.0,0.0
Cyprus,2016-05-22,56.0,10.0,179.0,1970-01-01,0.0,0.0,0.0
Gabon,2018-06-10,134.0,24.0,179.0,2014-12-13,102.0,18.0,176.0
Jamaica,2016-02-22,63.0,11.0,175.0,2016-10-03,21.0,5.0,238.0
Turkey,2018-06-24,596.0,104.0,174.0,1970-01-01,0.0,0.0,0.0
Mongolia,2016-06-29,76.0,13.0,171.0,1970-01-01,0.0,0.0,0.0
Republic of Korea,2016-04-13,298.0,51.0,171.0,1970-01-01,0.0,0.0,0.0
Niger,2016-02-21,171.0,29.0,170.0,1970-01-01,0.0,0.0,0.0
Azerbaijan,2015-01-11,119.0,20.0,168.0,1970-01-01,0.0,0.0,0.0
Malawi,2014-05-20,192.0,32.0,167.0,1970-01-01,0.0,0.0,0.0
Saint Lucia,2016-06-06,18.0,3.0,167.0,2016-12-07,11.0,3.0,273.0
Togo,2018-12-20,91.0,15.0,165.0,1970-01-01,0.0,0.0,0.0
Democratic People's Republic of Korea,2014-09-03,687.0,112.0,163.0,1970-01-01,0.0,0.0,0.0
Libya,2014-06-25,188.0,30.0,160.0,1970-01-01,0.0,0.0,0.0
Uzbekistan,2014-12-21,150.0,24.0,160.0,2015-01-13,100.0,17.0,170.0
Russian Federation,2016-09-18,450.0,71.0,158.0,1970-01-01,170.0,31.0,182.0
Jordan,2016-09-20,130.0,20.0,154.0,2016-09-27,65.0,10.0,154.0
Bahrain,2018-01-12,40.0,6.0,150.0,2018-09-12,40.0,9.0,225.0
Brazil,2018-07-10,513.0,77.0,150.0,2018-07-10,81.0,12.0,148.0
Paraguay,2018-04-22,80.0,12.0,150.0,2018-04-22,45.0,9.0,200.0
Bhutan,2018-10-18,47.0,7.0,149.0,2018-04-20,25.0,4.0,160.0
Chad,2011-02-13,168.0,25.0,149.0,1970-01-01,0.0,0.0,0.0
Egypt,2015-10-17,596.0,89.0,149.0,1970-01-01,0.0,0.0,0.0
Georgia,2016-08-10,149.0,22.0,148.0,1970-01-01,0.0,0.0,0.0
Sao Tome and Principe,2018-07-10,55.0,8.0,145.0,1970-01-01,0.0,0.0,0.0
Malaysia,2018-09-05,222.0,32.0,144.0,1970-01-01,67.0,13.0,194.0
Guinea-Bissau,2014-04-13,102.0,14.0,137.0,1970-01-01,0.0,0.0,0.0
Burkina Faso,2015-11-29,127.0,17.0,134.0,1970-01-01,0.0,0.0,0.0
Saint Kitts and Nevis,2015-02-16,15.0,2.0,133.0,1970-01-01,0.0,0.0,0.0
Syrian Arab Republic,2016-04-13,250.0,33.0,132.0,1970-01-01,0.0,0.0,0.0
Ghana,2016-07-12,275.0,36.0,131.0,1970-01-01,0.0,0.0,0.0
Saint Vincent and the Grenadines,2015-09-12,23.0,3.0,130.0,1970-01-01,0.0,0.0,0.0
Bahamas,2017-05-24,39.0,5.0,128.0,2017-05-24,16.0,7.0,438.0
Hungary,2018-08-04,199.0,25.0,126.0,1970-01-01,0.0,0.0,0.0
India,2014-07-04,524.0,66.0,126.0,2018-01-16,244.0,28.0,115.0
Palau,2016-01-11,16.0,2.0,125.0,2016-01-11,13.0,2.0,154.0
Liberia,2017-10-10,73.0,9.0,123.0,2014-12-20,30.0,3.0,100.0
Sierra Leone,2018-07-03,146.0,18.0,123.0,1970-01-01,0.0,0.0,0.0
Liechtenstein,2017-05-02,25.0,3.0,120.0,1970-01-01,0.0,0.0,0.0
Malta,2017-03-06,67.0,8.0,119.0,1970-01-01,0.0,0.0,0.0
Mauritius,2014-10-12,69.0,8.0,116.0,1970-01-01,0.0,0.0,0.0
Ukraine,2014-10-26,423.0,49.0,116.0,1970-01-01,0.0,0.0,0.0
Congo,2017-07-16,151.0,17.0,113.0,2017-08-31,69.0,13.0,188.0
Myanmar,2015-08-11,433.0,49.0,113.0,2015-08-11,224.0,27.0,121.0
Antigua and Barbuda,2018-03-21,18.0,2.0,111.0,2018-03-26,17.0,9.0,529.0
Cote d'Ivoire,2016-12-18,255.0,28.0,110.0,2018-03-25,66.0,8.0,121.0
Nauru,2016-09-07,19.0,2.0,105.0,1970-01-01,0.0,0.0,0.0
Democratic Republic of the Congo,2018-12-30,485.0,50.0,103.0,2007-01-19,108.0,5.0,46.0
Gambia,2017-06-04,58.0,6.0,103.0,1970-01-01,0.0,0.0,0.0
Japan,2017-10-22,463.0,47.0,102.0,2016-10-07,241.0,50.0,207.0
Samoa,2016-04-03,50.0,5.0,100.0,1970-01-01,0.0,0.0,0.0
Qatar,2013-01-07,41.0,4.0,98.0,1970-01-01,0.0,0.0,0.0
Botswana,2014-10-24,63.0,6.0,95.0,1970-01-01,0.0,0.0,0.0
Belize,2015-04-11,32.0,3.0,94.0,2015-11-13,13.0,2.0,154.0
Brunei Darussalam,2017-01-13,33.0,3.0,91.0,1970-01-01,0.0,0.0,0.0
Marshall Islands,2015-11-16,33.0,3.0,91.0,1970-01-01,0.0,0.0,0.0
Mali,2013-11-24,147.0,13.0,88.0,1970-01-01,0.0,0.0,0.0
Central African Republic,2016-02-14,140.0,12.0,86.0,1970-01-01,0.0,0.0,0.0
Tonga,2017-11-16,27.0,2.0,74.0,1970-01-01,0.0,0.0,0.0
Benin,2015-04-26,83.0,6.0,72.0,1970-01-01,0.0,0.0,0.0
Eswatini,2018-09-21,69.0,5.0,72.0,2018-10-23,30.0,7.0,233.0
Tuvalu,2015-03-31,15.0,1.0,67.0,1970-01-01,0.0,0.0,0.0
Kiribati,2015-12-30,46.0,3.0,65.0,1970-01-01,0.0,0.0,0.0
Comoros,2015-01-25,33.0,2.0,61.0,1970-01-01,0.0,0.0,0.0
Iran Islamic Republic of,2016-02-26,289.0,17.0,59.0,1970-01-01,0.0,0.0,0.0
Nigeria,2015-03-28,359.0,20.0,56.0,2015-03-28,109.0,7.0,64.0
Thailand,2014-07-08,240.0,13.0,54.0,1970-01-01,0.0,0.0,0.0
Sri Lanka,2015-08-17,225.0,12.0,53.0,1970-01-01,0.0,0.0,0.0
Lebanon,2018-06-05,128.0,6.0,47.0,1970-01-01,0.0,0.0,0.0
Maldives,2014-03-22,85.0,4.0,47.0,1970-01-01,0.0,0.0,0.0
Kuwait,2016-11-26,65.0,3.0,46.0,1970-01-01,0.0,0.0,0.0
Haiti,2015-09-08,118.0,3.0,25.0,2016-11-20,28.0,1.0,36.0
Solomon Islands,2014-11-19,49.0,1.0,20.0,1970-01-01,0.0,0.0,0.0
Oman,2015-10-25,85.0,1.0,12.0,2015-07-11,85.0,14.0,165.0
Yemen,2003-04-27,301.0,1.0,3.0,2001-04-28,111.0,3.0,27.0
Micronesia Federated States of,2017-07-03,14.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Papua New Guinea,2017-06-24,106.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Vanuatu,2016-01-22,52.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
South Africa,,397.0,184.0,464.0,,54.0,21.0,389.0
Namibia,,96.0,41.0,427.0,,42.0,8.0,191.0
Austria,,183.0,72.0,393.0,,61.0,23.0,377.0
Dominica,,21.0,8.0,381.0,,,,
Guyana,,69.0,24.0,348.0,,,,
United Kingdom,,650.0,220.0,339.0,,795.0,216.0,272.0
Uzbekistan,,150.0,48.0,32.0,,100.0,17.0,17.0
San Marino,,60.0,19.0,317.0,,,,
Trinidad and Tobago,,42.0,13.0,31.0,,31.0,12.0,387.0
Australia,,150.0,45.0,30.0,,76.0,37.0,487.0
Montenegro,,81.0,24.0,296.0,,,,
Canada,,338.0,98.0,29.0,,99.0,48.0,485.0
Dominican Republic,,190.0,53.0,279.0,,32.0,3.0,94.0
Singapore,,100.0,24.0,24.0,,,,
Ireland,,158.0,33.0,209.0,,60.0,19.0,317.0
Slovakia,,150.0,31.0,207.0,,,,
Saint Kitts and Nevis,,15.0,3.0,20.0,,,,
Croatia,,151.0,29.0,192.0,,,,
Guatemala,,158.0,30.0,19.0,,,,
Republic of Korea,,295.0,51.0,173.0,,,,
Thailand,,500.0,81.0,162.0,,250.0,26.0,104.0
India,,543.0,78.0,144.0,,240.0,25.0,104.0
Syrian Arab Republic,,250.0,31.0,124.0,,,,
Côte d'Ivoire,,251.0,30.0,12.0,,99.0,19.0,192.0
Japan,,464.0,46.0,99.0,,245.0,56.0,229.0
Eswatini,,73.0,7.0,96.0,,30.0,10.0,333.0
Solomon Islands,,49.0,3.0,61.0,,,,
Nigeria,,350.0,12.0,34.0,,109.0,8.0,73.0
Haiti,,118.0,3.0,25.0,,10.0,0.0,0.0
Nicaragua,,91.0,44.0,484.0,,,,
South Africa,,397.0,182.0,458.0,,53.0,22.0,415.0
Norway,,169.0,75.0,444.0,,,,
Spain,,350.0,154.0,44.0,,265.0,108.0,408.0
Austria,,183.0,73.0,399.0,,61.0,26.0,426.0
Iceland,,63.0,25.0,397.0,,,,
France,,577.0,228.0,395.0,,348.0,121.0,348.0
United Kingdom,,650.0,220.0,339.0,,792.0,221.0,279.0
Luxembourg,,60.0,19.0,317.0,,,,
Germany,,709.0,223.0,315.0,,69.0,25.0,362.0
Canada,,338.0,100.0,296.0,,93.0,46.0,495.0
Estonia,,101.0,28.0,277.0,,,,
United States of America,,433.0,118.0,273.0,,100.0,25.0,25.0
Bulgaria,,240.0,65.0,271.0,,,,
Israel,,120.0,32.0,267.0,,,,
Cabo Verde,,72.0,19.0,264.0,,,,
Algeria,,462.0,120.0,26.0,,141.0,8.0,57.0
Armenia,,132.0,30.0,227.0,,,,
Chile,,155.0,35.0,226.0,,43.0,11.0,256.0
Cyprus,,56.0,12.0,214.0,,,,
Gabon,,142.0,23.0,162.0,,98.0,17.0,174.0
Chad,,156.0,24.0,154.0,,,,
Paraguay,,80.0,12.0,15.0,,45.0,8.0,178.0
Malaysia,,222.0,33.0,149.0,,66.0,9.0,136.0
Liberia,,73.0,8.0,11.0,,30.0,1.0,33.0
South Africa,,396.0,185.0,467.0,,54.0,20.0,37.0
Senegal,,164.0,70.0,427.0,,,,
Belgium,,150.0,63.0,42.0,,60.0,29.0,483.0
Austria,,183.0,76.0,415.0,,61.0,25.0,41.0
Serbia,,250.0,100.0,40.0,,,,
Italy,,629.0,228.0,363.0,,320.0,112.0,35.0
Armenia,,107.0,37.0,346.0,,,,
United Kingdom,,649.0,223.0,344.0,,776.0,222.0,286.0
Australia,,151.0,47.0,311.0,,75.0,40.0,533.0
Slovenia,,90.0,26.0,289.0,,40.0,4.0,10.0
Philippines,,307.0,85.0,277.0,,24.0,7.0,292.0
United States of America,,433.0,120.0,277.0,,100.0,24.0,24.0
Czech Republic,,200.0,51.0,255.0,,81.0,12.0,148.0
Kenya,,350.0,75.0,214.0,,68.0,21.0,309.0
Colombia,,167.0,31.0,186.0,,105.0,24.0,229.0
India,,542.0,81.0,149.0,,237.0,29.0,122.0
Eswatini,,74.0,9.0,122.0,,30.0,12.0,40.0
Japan,,465.0,45.0,9700000000000000.0,,242.0,56.0,231.0
Kuwait,,62.0,1.0,16.0,,,,
Jamaica,1997-12-01,56.0,7.0,125.0,1998-01-01,21.0,5.0,238.0
Kenya,1997-12-01,220.0,6.0,27.0,1970-01-01,0.0,0.0,0.0
Costa Rica,1998-02-01,57.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Guyana,1997-12-01,77.0,12.0,156.0,1970-01-01,0.0,0.0,0.0
Venezuela,1998-11-01,206.0,27.0,131.0,1998-11-01,57.0,5.0,88.0
Poland,1997-09-01,460.0,60.0,130.0,1997-09-01,100.0,12.0,120.0
Cambodia,1998-07-01,122.0,10.0,82.0,1970-01-01,0.0,0.0,0.0
Central African Republic,1998-11-01,109.0,7.0,64.0,1970-01-01,0.0,0.0,0.0
Lesotho,1998-05-01,80.0,3.0,38.0,1998-05-01,33.0,9.0,273.0
Barbados,1999-01-01,28.0,0.0,0.0,1999-01-01,21.0,0.0,0.0
Senegal,1999-01-01,140.0,0.0,0.0,1999-01-01,0.0,0.0,0.0
Croatia,2000-01-01,151.0,31.0,205.0,1997-04-01,68.0,4.0,59.0
Canada,1997-06-01,301.0,60.0,199.0,1970-01-01,105.0,32.0,305.0
Panama,1999-05-01,72.0,7.0,97.0,1970-01-01,0.0,0.0,0.0
Malaysia,1999-11-01,193.0,14.0,73.0,1998-03-01,69.0,12.0,174.0
Germany,1998-09-01,666.0,211.0,317.0,1970-01-01,69.0,17.0,246.0
Argentina,2001-10-01,257.0,79.0,307.0,2001-10-01,72.0,0.0,0.0
Saint Vincent & the Grenadines,2001-03-01,21.0,22.0,5.0,1970-01-01,0.0,0.0,0.0
Burundi,1993-06-01,169.0,33.0,195.0,1970-01-01,0.0,0.0,0.0
Trinidad and Tobago,2001-12-01,36.0,6.0,167.0,1995-11-01,31.0,10.0,323.0
Costa Rica,2002-02-01,57.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Gabon,2001-12-01,120.0,0.0,0.0,1997-01-01,91.0,12.0,132.0
Gambia,2001-01-01,53.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Republic of Korea,2000-04-01,271.0,15.0,55.0,1970-01-01,0.0,0.0,0.0
Dem. Republic of the Congo,2000-08-01,500.0,0.0,0.0,2003-08-01,120.0,0.0,0.0
Iran Islamic Rep. of,2004-02-01,290.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Liberia,2003-10-01,0.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Portugal,2005-02-01,226.0,44.0,195.0,1970-01-01,0.0,0.0,0.0
United States of America,2004-11-01,434.0,65.0,150.0,2004-11-01,100.0,14.0,140.0
Thailand,2005-02-01,500.0,36.0,72.0,2000-03-01,200.0,21.0,105.0
Kyrgyzstan,2005-02-01,60.0,0.0,0.0,2005-02-01,45.0,0.0,0.0
Tajikistan,2005-02-01,63.0,0.0,0.0,2000-03-01,34.0,0.0,0.0
Sweden,2002-09-01,349.0,158.0,45.3,1970-01-01,0.0,0.0,0.0
Finland,2003-03-01,200.0,75.0,37.5,1970-01-01,0.0,0.0,0.0
Netherlands,2003-01-01,150.0,55.0,36.7,2003-06-01,75.0,22.0,293.0
Costa Rica,2006-02-01,57.0,20.0,35.1,1970-01-01,0.0,0.0,0.0
Argentina,2005-10-01,257.0,90.0,35.0,2005-10-01,72.0,30.0,417.0
Austria,2002-11-01,183.0,62.0,33.9,1970-01-01,62.0,17.0,274.0
Germany,2005-09-01,614.0,195.0,31.8,1970-01-01,69.0,13.0,188.0
Guyana,2001-03-01,65.0,20.0,30.8,1970-01-01,0.0,0.0,0.0
Grenada,2003-11-01,15.0,4.0,26.7,2003-11-01,13.0,5.0,385.0
Mexico,2003-07-01,500.0,121.0,24.2,2000-07-01,128.0,28.0,219.0
Uganda,2001-06-01,305.0,73.0,23.9,1970-01-01,0.0,0.0,0.0
Lao People's Democratic Rep.,2002-02-01,109.0,25.0,22.9,1970-01-01,0.0,0.0,0.0
Ethiopia,2005-05-01,546.0,117.0,21.4,2005-10-01,112.0,21.0,188.0
Pakistan,2002-10-01,342.0,73.0,21.3,2003-03-01,100.0,18.0,180.0
Nicaragua,2001-11-01,92.0,19.0,20.7,1970-01-01,0.0,0.0,0.0
United Kingdom,2005-05-01,646.0,127.0,19.7,1970-01-01,721.0,126.0,175.0
The F.Y.R. of Macedonia,2002-09-01,120.0,23.0,19.2,1970-01-01,0.0,0.0,0.0
Peru,2001-04-01,120.0,22.0,18.3,1970-01-01,0.0,0.0,0.0
Venezuela,2005-12-01,167.0,29.0,17.4,1970-01-01,0.0,0.0,0.0
Dominican Republic,2002-05-01,150.0,26.0,17.3,2002-05-01,32.0,2.0,63.0
Czech Republic,2002-06-01,200.0,34.0,17.0,2004-10-01,81.0,10.0,123.0
Bosnia and Herzegovina,2002-10-01,42.0,7.0,16.7,,15.0,0.0,0.0
San Marino,2001-06-01,60.0,10.0,16.7,1970-01-01,0.0,0.0,0.0
Slovakia,2002-09-01,150.0,25.0,16.7,1970-01-01,0.0,0.0,0.0
Cyprus,2001-05-01,56.0,9.0,16.1,1970-01-01,0.0,0.0,0.0
Zimbabwe,2005-03-01,150.0,24.0,16.0,2005-11-01,66.0,21.0,318.0
Philippines,2004-05-01,236.0,37.0,15.7,2004-05-01,24.0,4.0,167.0
United States of America,2004-11-01,435.0,66.0,15.2,2004-11-01,100.0,14.0,140.0
Chile,2005-12-01,120.0,18.0,15.0,2005-12-01,48.0,2.0,42.0
Bangladesh ,2001-10-01,345.0,51.0,14.8,1970-01-01,0.0,0.0,0.0
Sudan,2005-08-01,450.0,66.0,14.7,2005-08-01,50.0,2.0,40.0
Zambia,2001-12-01,158.0,20.0,12.7,1970-01-01,0.0,0.0,0.0
Azerbaijan,2005-11-01,114.0,14.0,12.3,1970-01-01,0.0,0.0,0.0
Colombia,2002-03-01,165.0,20.0,12.1,2002-03-01,102.0,9.0,88.0
Italy,2001-05-01,616.0,71.0,11.5,2001-05-01,321.0,26.0,81.0
Saint Lucia,2001-12-01,18.0,2.0,11.1,,11.0,4.0,364.0
Morocco,2002-09-01,325.0,35.0,10.8,2003-10-01,270.0,3.0,11.0
Thailand,2005-02-01,500.0,54.0,10.8,2000-03-01,200.0,21.0,105.0
El Salvador,2003-03-01,84.0,9.0,10.7,1970-01-01,0.0,0.0,0.0
Cambodia,2003-07-01,123.0,12.0,9.8,2006-01-01,59.0,8.0,136.0
Bhutan,1970-01-01,150.0,14.0,9.3,1970-01-01,0.0,0.0,0.0
Gabon,2001-12-01,119.0,11.0,9.2,2003-02-01,91.0,14.0,154.0
Hungary,2002-04-01,385.0,35.0,9.1,1970-01-01,0.0,0.0,0.0
Sao Tome and Principe,2002-03-01,55.0,5.0,9.1,1970-01-01,0.0,0.0,0.0
Japan,2005-09-01,480.0,43.0,9.0,2004-07-01,242.0,34.0,140.0
Brazil,2002-10-01,513.0,44.0,8.6,2002-10-01,81.0,10.0,123.0
Fiji,2001-08-01,71.0,6.0,8.5,2001-08-01,32.0,4.0,125.0
India,2004-04-01,543.0,45.0,8.3,2004-06-01,242.0,28.0,116.0
Somalia,2004-08-01,275.0,22.0,8.0,1970-01-01,0.0,0.0,0.0
Serbia and Montenegro ,2003-02-01,126.0,10.0,7.9,1970-01-01,0.0,0.0,0.0
Togo,2002-10-01,81.0,6.0,7.4,1970-01-01,0.0,0.0,0.0
Kenya,2002-12-01,224.0,16.0,7.1,1970-01-01,0.0,0.0,0.0
Mongolia,2004-06-01,75.0,5.0,6.7,1970-01-01,0.0,0.0,0.0
Nigeria,2003-04-01,360.0,23.0,6.4,2003-04-01,109.0,4.0,37.0
Algeria,2002-05-01,389.0,24.0,6.2,2003-12-01,144.0,4.0,28.0
Samoa,2001-03-01,49.0,3.0,6.1,1970-01-01,0.0,0.0,0.0
Jordan,2003-06-01,110.0,6.0,5.5,2005-11-01,55.0,6.0,109.0
Ukraine,2002-03-01,450.0,24.0,5.3,1970-01-01,0.0,0.0,0.0
Kiribati,2003-05-01,42.0,2.0,4.8,1970-01-01,0.0,0.0,0.0
Libyan Arab Jamahiriya,2003-03-01,760.0,36.0,4.7,1970-01-01,0.0,0.0,0.0
Haiti,2000-05-01,83.0,3.0,3.6,2000-05-01,27.0,7.0,259.0
Tonga,2005-03-01,29.0,1.0,3.4,1970-01-01,0.0,0.0,0.0
Kuwait,2003-07-01,65.0,1.0,1.5,1970-01-01,0.0,0.0,0.0
Nepal,1999-05-01,2.0,0.0,0.0,2001-06-01,19.0,3.0,158.0
Lesotho,2007-02-01,119.0,28.0,23.5,1970-01-01,33.0,12.0,364.0
Mauritania,2006-11-01,95.0,17.0,17.9,2007-01-01,53.0,9.0,237.0
Rwanda,2003-10-01,80.0,39.0,4880.0,2003-09-01,26.0,9.0,3460.0
Spain,2004-03-01,350.0,128.0,3660.0,2004-03-01,259.0,60.0,2320.0
Austria,2006-10-01,183.0,60.0,3280.0,1970-01-01,61.0,15.0,2460.0
The F.Y.R. of Macedonia,2006-07-01,120.0,35.0,2920.0,1970-01-01,0.0,0.0,0.0
Belarus,2004-10-01,110.0,32.0,2910.0,2004-11-01,58.0,18.0,3100.0
Grenada,2003-11-01,15.0,4.0,2670.0,2003-11-01,13.0,4.0,3080.0
Tunisia,2004-10-01,189.0,43.0,2280.0,2005-07-01,111.0,17.0,1530.0
Lithuania,2004-10-01,141.0,32.0,2270.0,1970-01-01,0.0,0.0,0.0
Canada,2006-01-01,305.0,65.0,2130.0,1970-01-01,93.0,32.0,3440.0
China,2003-02-01,2963.0,611.0,2060.0,1970-01-01,0.0,0.0,0.0
Serbia,2007-01-01,250.0,51.0,2040.0,1970-01-01,0.0,0.0,0.0
Cambodia,2003-07-01,123.0,24.0,1950.0,2006-01-01,61.0,9.0,1480.0
United Kingdom,2005-05-01,646.0,126.0,1950.0,1970-01-01,750.0,148.0,1970.0
France,2007-06-01,577.0,105.0,1820.0,2004-09-01,330.0,60.0,1820.0
Equatorial Guinea,2004-04-01,100.0,18.0,1800.0,1970-01-01,0.0,0.0,0.0
Italy,2006-04-01,630.0,109.0,1730.0,2006-04-01,322.0,45.0,1400.0
Nepal,2007-01-01,329.0,57.0,1730.0,1970-01-01,0.0,0.0,0.0
Dominica,2005-05-01,31.0,5.0,1610.0,1970-01-01,0.0,0.0,0.0
Zimbabwe,2005-03-01,150.0,24.0,1600.0,2005-11-01,66.0,24.0,3640.0
Kazakhstan,2007-08-01,107.0,17.0,1590.0,2005-08-01,47.0,2.0,430.0
Czech Republic,2006-06-01,200.0,31.0,1550.0,2006-10-01,81.0,11.0,1360.0
Angola,1992-09-01,220.0,33.0,1500.0,1970-01-01,0.0,0.0,0.0
Republic of Korea,2004-04-01,299.0,43.0,1440.0,1970-01-01,0.0,0.0,0.0
Slovenia,2004-10-01,90.0,11.0,1220.0,2002-12-01,40.0,1.0,250.0
Thailand,2007-12-01,480.0,56.0,1170.0,1970-01-01,242.0,21.0,870.0
Swaziland,2003-10-01,65.0,7.0,1080.0,2003-10-01,30.0,11.0,3670.0
Malaysia,2004-03-01,219.0,22.0,1000.0,2004-03-01,65.0,18.0,2770.0
Paraguay,2003-04-01,80.0,8.0,1000.0,2003-04-01,45.0,6.0,1330.0
Georgia,2004-03-01,235.0,22.0,940.0,1970-01-01,0.0,0.0,0.0
Armenia,2007-05-01,131.0,12.0,920.0,1970-01-01,0.0,0.0,0.0
Malta,2003-04-01,65.0,6.0,920.0,1970-01-01,0.0,0.0,0.0
India,2004-04-01,541.0,49.0,910.0,2006-07-01,243.0,24.0,990.0
Madagascar,2007-09-01,127.0,10.0,790.0,2001-03-01,90.0,10.0,1110.0
Congo,2007-06-01,137.0,10.0,730.0,2005-10-01,60.0,8.0,1330.0
Kenya ,2007-12-01,207.0,15.0,720.0,1970-01-01,0.0,0.0,0.0
Mongolia,2004-06-01,76.0,5.0,660.0,1970-01-01,0.0,0.0,0.0
Haiti,2006-02-01,98.0,4.0,410.0,2006-02-01,30.0,4.0,1330.0
Iran Islamic Republic of,2004-02-01,290.0,12.0,410.0,1970-01-01,0.0,0.0,0.0
Vanuatu,2004-07-01,52.0,2.0,380.0,1970-01-01,0.0,0.0,0.0
Tonga,2005-03-01,30.0,1.0,330.0,1970-01-01,0.0,0.0,0.0
Bhutan,2006-05-01,150.0,4.0,270.0,2007-12-01,20.0,4.0,2000.0
Kuwait,2006-06-01,65.0,1.0,150.0,1970-01-01,0.0,0.0,0.0
Belize,2008-02-01,32.0,0.0,0.0,2003-03-01,12.0,3.0,2500.0
Timor-Leste,2018-12-05,65.0,26.0,400.0,1970-01-01,0.0,0.0,0.0
Belarus,2016-11-09,110.0,38.0,345.0,2012-08-30,56.0,17.0,304.0
Switzerland,2015-10-18,200.0,65.0,325.0,2011-10-23,46.0,7.0,152.0
Armenia,2017-02-04,132.0,32.0,242.0,1970-01-01,0.0,0.0,0.0
Afghanistan,2018-10-20,250.0,59.0,236.0,2015-10-01,68.0,16.0,235.0
United States of America,2018-06-11,433.0,102.0,236.0,2018-06-11,100.0,25.0,250.0
